year,subject,subj_code,prior_band,Astar,A,B,C,D,E,U
2023,Modern Greek,5710,1-<2,,,100.0,,,,
2023,Modern Greek,5710,3-<4,25.0,,25.0,50.0,,,
2023,Modern Greek,5710,4-<5,,25.0,37.5,25.0,12.5,,
2023,Modern Greek,5710,5-<6,18.18,18.18,27.27,9.09,18.18,9.09,
2023,Modern Greek,5710,6-<7,46.67,33.33,13.33,,,6.67,
2023,Modern Greek,5710,7-<8,81.25,12.5,6.25,,,,
2023,Modern Greek,5710,8-<9,88.89,11.11,,,,,
2023,Modern Greek,5710,Unknown prior,66.67,,33.33,,,,
2023,Modern Greek,5710,All,49.25,17.91,17.91,7.46,4.48,2.99,
2023,Portuguese,5730,1-<2,,,,,,,100.0
2023,Portuguese,5730,2-<3,,,,100.0,,,
2023,Portuguese,5730,3-<4,,,60.0,30.0,10.0,,
2023,Portuguese,5730,4-<5,2.5,15.0,30.0,32.5,15.0,5.0,
2023,Portuguese,5730,5-<6,4.08,22.45,38.78,18.37,14.29,2.04,
2023,Portuguese,5730,6-<7,11.27,39.44,33.8,9.86,2.82,,2.82
2023,Portuguese,5730,7-<8,20.41,44.9,22.45,12.24,,,
2023,Portuguese,5730,8-<9,45.45,54.55,,,,,
2023,Portuguese,5730,9>=,100.0,,,,,,
2023,Portuguese,5730,Unknown prior,9.09,45.45,27.27,18.18,,,
2023,Portuguese,5730,All,11.48,31.97,30.74,16.8,6.56,1.23,1.23
2023,Spanish,5750,2-<3,,33.33,33.33,,33.33,,
2023,Spanish,5750,3-<4,,13.33,24.44,17.78,26.67,6.67,11.11
2023,Spanish,5750,4-<5,2.03,8.47,22.71,25.76,19.66,12.54,8.81
2023,Spanish,5750,5-<6,2.15,14.74,23.58,25.28,18.03,13.27,2.95
2023,Spanish,5750,6-<7,3.26,15.61,27.57,25.58,18.8,7.77,1.4
2023,Spanish,5750,7-<8,6.06,22.72,35.77,24.52,9.07,1.69,0.16
2023,Spanish,5750,8-<9,20.17,37.81,30.11,9.73,2.03,0.15,
2023,Spanish,5750,9>=,39.47,43.54,13.16,3.11,0.48,0.24,
2023,Spanish,5750,Unknown prior,20.93,37.6,25.58,9.69,3.49,1.94,0.78
2023,Spanish,5750,All,11.12,25.49,28.74,19.02,10.12,4.36,1.15
2023,Arabic,5910,2-<3,25.0,25.0,,25.0,25.0,,
2023,Arabic,5910,3-<4,4.35,30.43,21.74,13.04,8.7,4.35,17.39
2023,Arabic,5910,4-<5,10.34,13.79,17.24,18.97,15.52,10.34,13.79
2023,Arabic,5910,5-<6,25.24,25.24,19.42,14.56,5.83,4.85,4.85
2023,Arabic,5910,6-<7,26.44,32.18,12.64,12.64,6.9,8.05,1.15
2023,Arabic,5910,7-<8,32.5,25.0,20.0,15.0,5.0,2.5,
2023,Arabic,5910,8-<9,53.33,26.67,13.33,6.67,,,
2023,Arabic,5910,9>=,50.0,,50.0,,,,
2023,Arabic,5910,Unknown prior,38.24,29.41,11.76,5.88,8.82,2.94,2.94
2023,Arabic,5910,All,26.25,25.72,16.54,13.39,7.61,5.51,4.99
2023,Chinese,5950,1-<2,,,100.0,,,,
2023,Chinese,5950,2-<3,,,,100.0,,,
2023,Chinese,5950,3-<4,,31.25,43.75,18.75,6.25,,
2023,Chinese,5950,4-<5,1.54,30.77,55.38,10.77,1.54,,
2023,Chinese,5950,5-<6,5.15,45.36,43.3,6.19,,,
2023,Chinese,5950,6-<7,9.42,38.41,42.03,4.35,1.45,2.9,1.45
2023,Chinese,5950,7-<8,19.86,41.1,28.77,9.59,0.68,,
2023,Chinese,5950,8-<9,24.56,44.74,24.56,4.39,0.88,0.88,
2023,Chinese,5950,9>=,41.18,29.41,14.71,14.71,,,
2023,Chinese,5950,Unknown prior,18.67,43.11,32.44,5.33,0.44,,
2023,Chinese,5950,All,16.34,41.03,34.27,6.95,0.75,0.47,0.19
2023,Japanese,6010,3-<4,,66.67,33.33,,,,
2023,Japanese,6010,4-<5,,50.0,,,,50.0,
2023,Japanese,6010,5-<6,30.0,40.0,10.0,10.0,,10.0,
2023,Japanese,6010,6-<7,14.29,38.1,23.81,4.76,14.29,4.76,
2023,Japanese,6010,7-<8,35.0,35.0,10.0,5.0,10.0,5.0,
2023,Japanese,6010,8-<9,60.53,26.32,10.53,2.63,,,
2023,Japanese,6010,9>=,60.0,40.0,,,,,
2023,Japanese,6010,Unknown prior,45.83,33.33,16.67,4.17,,,
2023,Japanese,6010,All,40.65,34.15,13.82,4.07,4.07,3.25,
2023,Modern Hebrew,6030,4-<5,100.0,,,,,,
2023,Modern Hebrew,6030,5-<6,71.43,28.57,,,,,
2023,Modern Hebrew,6030,6-<7,76.92,15.38,,,7.69,,
2023,Modern Hebrew,6030,7-<8,100.0,,,,,,
2023,Modern Hebrew,6030,8-<9,77.78,22.22,,,,,
2023,Modern Hebrew,6030,9>=,100.0,,,,,,
2023,Modern Hebrew,6030,Unknown prior,,100.0,,,,,
2023,Modern Hebrew,6030,All,77.78,19.44,,,2.78,,
2023,Punjabi,6050,3-<4,,,,33.33,66.67,,
2023,Punjabi,6050,4-<5,25.0,25.0,25.0,,,25.0,
2023,Punjabi,6050,5-<6,37.5,25.0,25.0,6.25,,6.25,
2023,Punjabi,6050,6-<7,25.0,35.0,35.0,5.0,,,
2023,Punjabi,6050,7-<8,88.89,,11.11,,,,
2023,Punjabi,6050,8-<9,66.67,16.67,,16.67,,,
2023,Punjabi,6050,All,41.38,22.41,22.41,6.9,3.45,3.45,
2023,Polish,6070,1-<2,,,,100.0,,,
2023,Polish,6070,2-<3,,33.33,33.33,33.33,,,
2023,Polish,6070,3-<4,,10.0,30.0,10.0,20.0,20.0,10.0
2023,Polish,6070,4-<5,,17.65,31.37,29.41,9.8,7.84,3.92
2023,Polish,6070,5-<6,3.88,37.86,34.95,13.59,4.85,3.88,0.97
2023,Polish,6070,6-<7,13.1,45.52,26.9,11.03,1.38,1.38,0.69
2023,Polish,6070,7-<8,34.86,52.29,10.09,0.92,0.92,,0.92
2023,Polish,6070,8-<9,50.0,44.83,5.17,,,,
2023,Polish,6070,9>=,66.67,33.33,,,,,
2023,Polish,6070,Unknown prior,88.89,11.11,,,,,
2023,Polish,6070,All,20.33,40.85,22.15,9.96,3.05,2.44,1.22
2023,Russian,6090,1-<2,,100.0,,,,,
2023,Russian,6090,2-<3,,100.0,,,,,
2023,Russian,6090,3-<4,,78.57,7.14,7.14,,,7.14
2023,Russian,6090,4-<5,4.35,78.26,13.04,4.35,,,
2023,Russian,6090,5-<6,23.08,66.15,6.15,3.08,,,1.54
2023,Russian,6090,6-<7,37.66,57.14,3.9,,1.3,,
2023,Russian,6090,7-<8,52.1,42.02,5.04,0.84,,,
2023,Russian,6090,8-<9,70.08,27.56,1.57,0.79,,,
2023,Russian,6090,9>=,59.62,40.38,,,,,
2023,Russian,6090,Unknown prior,47.18,50.7,1.41,0.7,,,
2023,Russian,6090,All,47.34,47.67,3.38,1.13,0.16,,0.32
2023,Turkish,6110,2-<3,,,42.86,,57.14,,
2023,Turkish,6110,3-<4,4.17,25.0,16.67,20.83,16.67,16.67,
2023,Turkish,6110,4-<5,10.2,20.41,28.57,22.45,6.12,6.12,6.12
2023,Turkish,6110,5-<6,15.73,21.35,44.94,7.87,7.87,2.25,
2023,Turkish,6110,6-<7,24.1,22.89,32.53,16.87,1.2,1.2,1.2
2023,Turkish,6110,7-<8,35.85,35.85,26.42,1.89,,,
2023,Turkish,6110,8-<9,63.16,36.84,,,,,
2023,Turkish,6110,9>=,100.0,,,,,,
2023,Turkish,6110,Unknown prior,64.0,16.0,20.0,,,,
2023,Turkish,6110,All,25.14,24.0,30.57,10.86,5.43,2.86,1.14
2023,Urdu,6130,3-<4,50.0,30.0,,,,10.0,10.0
2023,Urdu,6130,4-<5,11.43,31.43,31.43,14.29,5.71,2.86,2.86
2023,Urdu,6130,5-<6,21.43,50.0,21.43,2.38,4.76,,
2023,Urdu,6130,6-<7,17.07,48.78,26.83,4.88,,,2.44
2023,Urdu,6130,7-<8,41.38,44.83,6.9,3.45,,3.45,
2023,Urdu,6130,8-<9,23.08,69.23,7.69,,,,
2023,Urdu,6130,9>=,,66.67,33.33,,,,
2023,Urdu,6130,Unknown prior,44.44,11.11,33.33,11.11,,,
2023,Urdu,6130,All,24.18,43.96,20.88,5.49,2.2,1.65,1.65
2023,Persian,6150,2-<3,,25.0,25.0,50.0,,,
2023,Persian,6150,3-<4,,40.0,,40.0,,,20.0
2023,Persian,6150,4-<5,42.86,35.71,7.14,14.29,,,
2023,Persian,6150,5-<6,27.27,45.45,,27.27,,,
2023,Persian,6150,6-<7,46.15,15.38,15.38,7.69,7.69,7.69,
2023,Persian,6150,7-<8,75.0,25.0,,,,,
2023,Persian,6150,8-<9,83.33,16.67,,,,,
2023,Persian,6150,Unknown prior,84.38,12.5,,,3.12,,
2023,Persian,6150,All,56.18,23.6,4.49,11.24,2.25,1.12,1.12
2023,Ancient History,6510,3-<4,,,25.0,,25.0,25.0,25.0
2023,Ancient History,6510,4-<5,,,18.64,32.2,16.95,23.73,8.47
2023,Ancient History,6510,5-<6,,4.92,32.24,37.16,16.94,6.01,2.73
2023,Ancient History,6510,6-<7,0.46,9.72,46.3,30.56,9.72,2.78,0.46
2023,Ancient History,6510,7-<8,2.2,21.43,54.4,16.48,3.85,1.1,0.55
2023,Ancient History,6510,8-<9,11.57,50.41,31.4,5.79,0.83,,
2023,Ancient History,6510,9>=,17.65,64.71,17.65,,,,
2023,Ancient History,6510,Unknown prior,,8.33,75.0,8.33,8.33,,
2023,Ancient History,6510,All,2.77,17.88,40.3,24.06,9.07,4.28,1.64
2023,Classical Civilisation,6530,<1,,,,,100.0,,
2023,Classical Civilisation,6530,3-<4,,,4.17,25.0,29.17,33.33,8.33
2023,Classical Civilisation,6530,4-<5,,0.99,7.39,27.09,38.92,21.67,3.94
2023,Classical Civilisation,6530,5-<6,,5.11,20.08,40.91,24.81,7.2,1.89
2023,Classical Civilisation,6530,6-<7,0.43,10.57,38.53,34.58,13.02,2.56,0.32
2023,Classical Civilisation,6530,7-<8,4.26,26.85,45.8,19.66,2.94,0.51,
2023,Classical Civilisation,6530,8-<9,14.53,48.82,30.81,4.84,0.99,,
2023,Classical Civilisation,6530,9>=,42.86,40.48,15.08,0.79,,0.79,
2023,Classical Civilisation,6530,Unknown prior,9.88,22.22,27.16,28.4,7.41,4.94,
2023,Classical Civilisation,6530,All,6.09,23.16,33.15,23.24,10.37,3.36,0.62
2023,Classical Greek,6550,6-<7,,50.0,,,50.0,,
2023,Classical Greek,6550,7-<8,25.0,62.5,,,12.5,,
2023,Classical Greek,6550,8-<9,50.0,41.46,7.32,1.22,,,
2023,Classical Greek,6550,9>=,59.38,34.38,4.69,,,,1.56
2023,Classical Greek,6550,Unknown prior,66.67,33.33,,,,,
2023,Classical Greek,6550,All,52.2,39.62,5.66,0.63,1.26,,0.63
2023,Latin,6610,4-<5,,,,,,50.0,50.0
2023,Latin,6610,5-<6,11.11,,,11.11,33.33,33.33,11.11
2023,Latin,6610,6-<7,,8.7,21.74,21.74,30.43,4.35,13.04
2023,Latin,6610,7-<8,2.88,28.85,28.85,21.15,6.73,9.62,1.92
2023,Latin,6610,8-<9,24.07,45.0,18.7,8.7,2.78,0.37,0.37
2023,Latin,6610,9>=,46.59,42.97,8.03,1.2,0.8,0.4,
2023,Latin,6610,Unknown prior,18.18,72.73,,9.09,,,
2023,Latin,6610,All,26.87,41.58,16.63,8.42,3.62,1.92,0.96
2023,Other Classical Languages,6650,5-<6,,,,100.0,,,
2023,Other Classical Languages,6650,6-<7,,,28.57,42.86,28.57,,
2023,Other Classical Languages,6650,7-<8,60.0,40.0,,,,,
2023,Other Classical Languages,6650,8-<9,72.73,18.18,9.09,,,,
2023,Other Classical Languages,6650,9>=,100.0,,,,,,
2023,Other Classical Languages,6650,Unknown prior,,100.0,,,,,
2023,Other Classical Languages,6650,All,44.44,22.22,11.11,14.81,7.41,,
2023,Music,7010,3-<4,,,12.5,,37.5,12.5,37.5
2023,Music,7010,4-<5,,1.54,4.62,19.23,31.54,27.69,15.38
2023,Music,7010,5-<6,,1.99,13.65,29.53,33.75,16.87,4.22
2023,Music,7010,6-<7,1.48,6.42,24.57,35.56,21.48,8.77,1.73
2023,Music,7010,7-<8,2.88,22.2,35.15,27.65,9.66,2.26,0.21
2023,Music,7010,8-<9,18.98,35.27,29.9,12.89,2.86,0.09,
2023,Music,7010,9>=,42.86,33.67,14.29,8.16,,1.02,
2023,Music,7010,Unknown prior,6.1,23.17,29.27,20.73,13.41,2.44,4.88
2023,Music,7010,All,8.26,19.99,26.93,24.03,13.56,5.58,1.66
2023,Music Technology,7040,2-<3,,,,50.0,,50.0,
2023,Music Technology,7040,3-<4,,,6.67,13.33,13.33,26.67,40.0
2023,Music Technology,7040,4-<5,,,4.11,23.97,26.71,30.14,15.07
2023,Music Technology,7040,5-<6,0.96,3.22,12.86,30.55,27.33,20.26,4.82
2023,Music Technology,7040,6-<7,0.94,6.27,29.47,30.09,19.75,10.34,3.13
2023,Music Technology,7040,7-<8,3.56,18.51,36.3,26.69,13.17,1.42,0.36
2023,Music Technology,7040,8-<9,11.41,30.2,38.93,16.11,2.68,0.67,
2023,Music Technology,7040,9>=,50.0,,25.0,25.0,,,
2023,Music Technology,7040,Unknown prior,,15.62,28.12,21.88,18.75,9.38,6.25
2023,Music Technology,7040,All,2.78,10.48,24.7,26.69,18.75,12.15,4.45
2023,Physical Education / Sports Studies,7210,3-<4,,,2.04,6.12,10.2,24.49,57.14
2023,Physical Education / Sports Studies,7210,4-<5,,0.28,2.64,12.07,31.35,35.09,18.59
2023,Physical Education / Sports Studies,7210,5-<6,0.22,1.8,11.48,27.35,32.64,20.98,5.54
2023,Physical Education / Sports Studies,7210,6-<7,1.1,6.79,27.6,35.21,21.08,6.62,1.6
2023,Physical Education / Sports Studies,7210,7-<8,6.47,22.64,39.0,22.74,7.18,1.63,0.34
2023,Physical Education / Sports Studies,7210,8-<9,28.44,36.49,26.76,6.21,1.85,0.25,
2023,Physical Education / Sports Studies,7210,9>=,58.44,24.68,14.29,2.6,,,
2023,Physical Education / Sports Studies,7210,Unknown prior,3.92,12.42,23.53,18.95,26.8,9.8,4.58
2023,Physical Education / Sports Studies,7210,All,5.29,12.28,24.83,25.46,18.93,9.89,3.33
2023,Dance,7230,3-<4,,,,20.0,40.0,40.0,
2023,Dance,7230,4-<5,1.2,3.61,19.28,30.12,30.12,15.66,
2023,Dance,7230,5-<6,1.98,7.94,32.14,37.7,13.89,5.95,0.4
2023,Dance,7230,6-<7,5.07,18.24,41.55,27.36,5.07,2.36,0.34
2023,Dance,7230,7-<8,18.54,35.61,30.73,13.17,1.46,0.49,
2023,Dance,7230,8-<9,28.42,36.84,29.47,4.21,1.05,,
2023,Dance,7230,9>=,60.0,20.0,20.0,,,,
2023,Dance,7230,Unknown prior,25.0,37.5,12.5,25.0,,,
2023,Dance,7230,All,9.54,19.81,32.81,24.74,8.7,4.19,0.21
2023,Accounting / Finance,7410,2-<3,,,,,,100.0,
2023,Accounting / Finance,7410,3-<4,,,,7.69,,15.38,76.92
2023,Accounting / Finance,7410,4-<5,,1.72,6.01,17.17,25.75,33.48,15.88
2023,Accounting / Finance,7410,5-<6,0.15,3.35,15.45,27.41,27.55,19.97,6.12
2023,Accounting / Finance,7410,6-<7,1.44,12.21,25.14,26.87,20.4,11.21,2.73
2023,Accounting / Finance,7410,7-<8,2.97,28.65,34.05,24.86,7.3,1.62,0.54
2023,Accounting / Finance,7410,8-<9,13.27,45.92,22.45,12.24,3.06,3.06,
2023,Accounting / Finance,7410,9>=,,50.0,,50.0,,,
2023,Accounting / Finance,7410,Unknown prior,3.12,15.62,37.5,6.25,6.25,15.62,15.62
2023,Accounting / Finance,7410,All,1.69,12.62,21.35,24.54,19.85,14.55,5.4
2023,Design and Technology (Textiles Technology),9050,3-<4,,,,9.09,18.18,18.18,54.55
2023,Design and Technology (Textiles Technology),9050,4-<5,1.56,,9.38,26.56,34.38,23.44,4.69
2023,Design and Technology (Textiles Technology),9050,5-<6,0.93,1.85,16.67,37.96,27.78,12.96,1.85
2023,Design and Technology (Textiles Technology),9050,6-<7,2.47,14.2,38.89,30.86,11.73,1.85,
2023,Design and Technology (Textiles Technology),9050,7-<8,7.77,27.18,47.57,15.53,1.94,,
2023,Design and Technology (Textiles Technology),9050,8-<9,36.21,41.38,17.24,5.17,,,
2023,Design and Technology (Textiles Technology),9050,9>=,33.33,66.67,,,,,
2023,Design and Technology (Textiles Technology),9050,Unknown prior,40.0,20.0,20.0,,20.0,,
2023,Design and Technology (Textiles Technology),9050,All,7.54,15.86,28.43,24.76,14.7,6.58,2.13
2023,Design and Technology (Engineering),9070,1-<2,,,,,,,100.0
2023,Design and Technology (Engineering),9070,2-<3,,,,,,100.0,
2023,Design and Technology (Engineering),9070,3-<4,,,,20.0,10.0,40.0,30.0
2023,Design and Technology (Engineering),9070,4-<5,,,1.85,16.67,25.93,40.74,14.81
2023,Design and Technology (Engineering),9070,5-<6,,1.79,11.9,29.17,34.52,17.26,5.36
2023,Design and Technology (Engineering),9070,6-<7,,7.55,29.56,42.14,13.21,6.92,0.63
2023,Design and Technology (Engineering),9070,7-<8,9.64,24.1,37.35,18.07,9.64,1.2,
2023,Design and Technology (Engineering),9070,8-<9,30.36,44.64,21.43,1.79,1.79,,
2023,Design and Technology (Engineering),9070,9>=,60.0,40.0,,,,,
2023,Design and Technology (Engineering),9070,Unknown prior,,14.29,14.29,14.29,42.86,14.29,
2023,Design and Technology (Engineering),9070,All,5.65,11.84,20.4,26.23,19.31,12.57,4.01
2023,Design and Technology (Product Design),9080,<1,,,,,,100.0,
2023,Design and Technology (Product Design),9080,2-<3,,,,,20.0,30.0,50.0
2023,Design and Technology (Product Design),9080,3-<4,,,0.5,7.54,26.63,34.17,31.16
2023,Design and Technology (Product Design),9080,4-<5,0.09,0.09,4.42,18.88,36.92,27.16,12.43
2023,Design and Technology (Product Design),9080,5-<6,0.05,1.52,14.56,36.27,32.15,12.75,2.7
2023,Design and Technology (Product Design),9080,6-<7,1.6,8.8,33.52,36.35,15.16,3.72,0.85
2023,Design and Technology (Product Design),9080,7-<8,7.45,26.32,41.01,20.3,3.62,1.09,0.21
2023,Design and Technology (Product Design),9080,8-<9,34.73,35.38,24.02,3.92,1.57,0.39,
2023,Design and Technology (Product Design),9080,9>=,57.38,27.87,13.11,1.64,,,
2023,Design and Technology (Product Design),9080,Unknown prior,11.01,10.09,22.02,25.69,16.51,11.93,2.75
2023,Design and Technology (Product Design),9080,All,5.78,11.4,23.76,26.65,19.41,9.42,3.57
2024,Biology,1010,1-<2,100.0,,,,,,
2024,Biology,1010,2-<3,,,,,,40.0,60.0
2024,Biology,1010,3-<4,,3.16,1.05,6.32,10.53,24.21,54.74
2024,Biology,1010,4-<5,0.15,0.46,2.3,8.5,19.3,32.31,36.98
2024,Biology,1010,5-<6,0.16,1.07,5.21,18.67,30.28,30.0,14.6
2024,Biology,1010,6-<7,0.38,4.8,17.55,30.49,28.23,14.6,3.95
2024,Biology,1010,7-<8,3.3,21.57,33.53,26.78,11.15,3.05,0.61
2024,Biology,1010,8-<9,29.61,42.49,20.35,5.84,1.35,0.31,0.05
2024,Biology,1010,9>=,65.36,25.93,5.88,1.74,0.94,0.07,0.07
2024,Biology,1010,Unknown prior,11.16,19.23,21.36,16.31,13.5,10.63,7.81
2024,Biology,1010,All,9.76,18.95,21.0,20.66,15.87,9.64,4.12
2024,Chemistry,1110,<1,,50.0,,,,,50.0
2024,Chemistry,1110,1-<2,,100.0,,,,,
2024,Chemistry,1110,2-<3,,25.0,,,25.0,25.0,25.0
2024,Chemistry,1110,3-<4,3.17,1.59,6.35,11.11,12.7,19.05,46.03
2024,Chemistry,1110,4-<5,0.13,0.8,5.07,11.07,21.87,30.13,30.93
2024,Chemistry,1110,5-<6,0.15,2.33,8.49,17.68,27.18,27.54,16.64
2024,Chemistry,1110,6-<7,0.46,5.99,19.11,26.61,24.87,16.98,5.98
2024,Chemistry,1110,7-<8,2.79,21.12,32.59,24.12,12.81,5.47,1.1
2024,Chemistry,1110,8-<9,23.19,43.64,22.6,7.65,2.32,0.44,0.14
2024,Chemistry,1110,9>=,50.93,36.72,9.14,2.54,0.56,0.06,0.06
2024,Chemistry,1110,Unknown prior,13.83,25.57,20.1,16.42,10.95,8.01,5.12
2024,Chemistry,1110,All,10.24,23.43,22.83,17.88,13.16,8.66,3.81
2024,Physics,1210,<1,,50.0,,,,,50.0
2024,Physics,1210,2-<3,33.33,,33.33,,33.33,,
2024,Physics,1210,3-<4,1.85,1.85,1.85,12.96,12.96,20.37,48.15
2024,Physics,1210,4-<5,0.28,0.83,5.56,8.75,20.83,30.28,33.47
2024,Physics,1210,5-<6,0.31,2.05,7.0,15.77,27.44,30.97,16.46
2024,Physics,1210,6-<7,0.89,6.65,16.55,26.28,27.76,16.71,5.16
2024,Physics,1210,7-<8,5.46,22.66,28.11,23.99,14.16,4.7,0.92
2024,Physics,1210,8-<9,30.0,39.16,19.58,8.11,2.57,0.49,0.08
2024,Physics,1210,9>=,52.32,35.95,8.42,2.18,0.95,0.19,
2024,Physics,1210,Unknown prior,14.22,22.55,20.37,15.34,13.48,8.51,5.53
2024,Physics,1210,All,11.93,20.87,19.38,18.12,15.54,9.9,4.27
2024,Electronics,1730,3-<4,,,,40.0,,40.0,20.0
2024,Electronics,1730,4-<5,,1.47,11.76,20.59,26.47,20.59,19.12
2024,Electronics,1730,5-<6,1.23,9.26,20.37,30.86,18.52,16.67,3.09
2024,Electronics,1730,6-<7,5.99,28.14,26.95,16.77,11.98,8.38,1.8
2024,Electronics,1730,7-<8,29.13,38.83,13.59,12.62,3.88,1.94,
2024,Electronics,1730,8-<9,71.19,25.42,3.39,,,,
2024,Electronics,1730,9>=,100.0,,,,,,
2024,Electronics,1730,Unknown prior,40.0,30.0,20.0,10.0,,,
2024,Electronics,1730,All,16.21,20.86,17.93,18.62,12.41,10.17,3.79
2024,Environmental Science,1750,3-<4,,,,,20.0,50.0,30.0
2024,Environmental Science,1750,4-<5,,,1.08,12.97,29.73,36.22,20.0
2024,Environmental Science,1750,5-<6,,2.09,11.52,29.14,33.86,15.71,7.68
2024,Environmental Science,1750,6-<7,1.07,9.8,28.34,34.05,20.86,4.63,1.25
2024,Environmental Science,1750,7-<8,7.93,24.36,40.23,19.83,5.95,1.7,
2024,Environmental Science,1750,8-<9,42.74,33.06,20.97,1.61,1.61,,
2024,Environmental Science,1750,9>=,100.0,,,,,,
2024,Environmental Science,1750,Unknown prior,5.26,10.53,15.79,21.05,21.05,18.42,7.89
2024,Environmental Science,1750,All,4.93,10.73,21.72,25.03,21.61,10.89,5.09
2024,Geology,1770,3-<4,,,,14.29,28.57,14.29,42.86
2024,Geology,1770,4-<5,,,2.67,17.33,33.33,37.33,9.33
2024,Geology,1770,5-<6,0.4,1.58,13.44,30.43,31.62,18.18,4.35
2024,Geology,1770,6-<7,1.63,14.38,29.08,31.05,20.59,2.61,0.65
2024,Geology,1770,7-<8,10.57,38.33,37.44,10.57,2.64,0.44,
2024,Geology,1770,8-<9,48.33,32.5,15.83,3.33,,,
2024,Geology,1770,9>=,91.67,,8.33,,,,
2024,Geology,1770,Unknown prior,7.14,7.14,28.57,21.43,21.43,7.14,7.14
2024,Geology,1770,All,9.86,17.26,23.08,21.4,17.65,8.38,2.37
2024,Mathematics,2210,<1,50.0,,,,,,50.0
2024,Mathematics,2210,1-<2,,,100.0,,,,
2024,Mathematics,2210,2-<3,18.18,,,27.27,18.18,9.09,27.27
2024,Mathematics,2210,3-<4,3.57,5.0,7.14,11.43,14.29,25.0,33.57
2024,Mathematics,2210,4-<5,1.03,3.2,7.14,12.79,20.62,28.56,26.67
2024,Mathematics,2210,5-<6,1.13,6.01,12.11,19.34,23.72,23.68,14.02
2024,Mathematics,2210,6-<7,2.84,14.37,21.09,23.83,20.43,13.09,4.35
2024,Mathematics,2210,7-<8,11.21,29.34,25.99,17.99,10.15,4.37,0.93
2024,Mathematics,2210,8-<9,38.93,38.09,15.0,5.39,1.94,0.53,0.12
2024,Mathematics,2210,9>=,61.6,28.5,6.98,1.86,0.7,0.25,0.11
2024,Mathematics,2210,Unknown prior,22.36,26.12,17.73,12.74,9.89,6.18,4.98
2024,Mathematics,2210,All,17.74,25.23,19.08,15.17,11.55,7.73,3.51
2024,Mathematics (Statistics),2260,2-<3,,,,,,100.0,
2024,Mathematics (Statistics),2260,3-<4,,,,14.29,42.86,28.57,14.29
2024,Mathematics (Statistics),2260,4-<5,,0.81,6.45,22.58,29.84,26.61,13.71
2024,Mathematics (Statistics),2260,5-<6,,4.35,14.6,24.53,33.23,17.7,5.59
2024,Mathematics (Statistics),2260,6-<7,,11.6,27.65,34.47,19.11,6.14,1.02
2024,Mathematics (Statistics),2260,7-<8,0.98,31.37,40.2,15.69,8.82,1.96,0.98
2024,Mathematics (Statistics),2260,8-<9,13.04,60.87,26.09,,,,
2024,Mathematics (Statistics),2260,Unknown prior,,5.88,23.53,23.53,29.41,11.76,5.88
2024,Mathematics (Statistics),2260,All,0.45,10.8,21.03,25.76,24.41,12.94,4.61
2024,Mathematics (Further),2330,<1,100.0,,,,,,
2024,Mathematics (Further),2330,2-<3,25.0,,25.0,,,50.0,
2024,Mathematics (Further),2330,3-<4,8.33,25.0,25.0,8.33,16.67,8.33,8.33
2024,Mathematics (Further),2330,4-<5,1.61,11.29,16.13,19.35,16.13,25.81,9.68
2024,Mathematics (Further),2330,5-<6,3.04,9.72,17.81,19.84,22.67,16.19,10.73
2024,Mathematics (Further),2330,6-<7,5.5,16.33,26.4,22.64,15.34,8.69,5.1
2024,Mathematics (Further),2330,7-<8,15.28,29.13,28.01,16.19,7.37,3.04,0.98
2024,Mathematics (Further),2330,8-<9,41.24,34.76,16.48,5.48,1.5,0.43,0.1
2024,Mathematics (Further),2330,9>=,57.22,32.22,7.94,1.99,0.54,0.09,
2024,Mathematics (Further),2330,Unknown prior,29.46,29.35,21.67,9.82,5.76,2.6,1.35
2024,Mathematics (Further),2330,All,29.86,30.04,20.27,10.55,5.35,2.66,1.28
2024,Computer Studies / Computing,2610,<1,,,,,,100.0,
2024,Computer Studies / Computing,2610,1-<2,,,,,,,100.0
2024,Computer Studies / Computing,2610,2-<3,,,,,16.67,16.67,66.67
2024,Computer Studies / Computing,2610,3-<4,,,1.12,7.87,17.98,25.84,47.19
2024,Computer Studies / Computing,2610,4-<5,,0.42,2.71,10.93,27.06,34.96,23.93
2024,Computer Studies / Computing,2610,5-<6,0.14,1.64,8.8,22.84,31.84,24.16,10.58
2024,Computer Studies / Computing,2610,6-<7,0.56,7.13,23.58,30.8,24.63,10.36,2.95
2024,Computer Studies / Computing,2610,7-<8,3.28,26.24,35.15,22.77,9.56,2.57,0.42
2024,Computer Studies / Computing,2610,8-<9,23.92,47.63,20.63,6.24,1.37,0.15,0.06
2024,Computer Studies / Computing,2610,9>=,52.14,38.46,7.69,1.28,0.43,,
2024,Computer Studies / Computing,2610,Unknown prior,8.08,16.89,18.94,19.24,16.59,11.16,9.1
2024,Computer Studies / Computing,2610,All,6.13,18.39,21.73,21.09,17.57,10.38,4.7
2024,Business Studies:Single,3210,1-<2,,,,,100.0,,
2024,Business Studies:Single,3210,2-<3,,,3.33,16.67,36.67,13.33,30.0
2024,Business Studies:Single,3210,3-<4,,0.6,3.46,14.29,30.53,30.68,20.45
2024,Business Studies:Single,3210,4-<5,0.18,0.95,10.34,29.22,34.51,18.15,6.65
2024,Business Studies:Single,3210,5-<6,0.71,4.41,25.58,37.83,23.02,6.73,1.72
